"area","year","date","stand_number","plot","surveyer","nearest_tract","productivity","north","east","pct","half_height","pine_undamaged","pine_stems","pine_winter_damage_stems","proportion_pine_damage_winter","spruce_undamaged","spruce_stems","spruce_damaged","downy_total","downy_height","downy_damage","silver_total","silver_height","silver_damage","rowan_total","rowan_height","rowan_damage","aspen_total","aspen_height","aspen_damage","salix_total","salix_height","salix_damage","oak_total","oak_height","oak_damage","moose_pellets","red_deer_pellets","small_deer_pellets","reindeer_pellets","wild_boar","downy_damage_N","silver_damage_N","rowan_damage_N","aspen_damage_N","salix_damage_N","oak_damage_N","coord_type","east_orig","north_orig","coord_type_fixed","north_model","north_model_c"
"Lycksele",2024,"2024-05-29","Lau07","6","PK CG","20","bb",64.6307685,18.2727565,"N",1.2,2,7,NA,71.4285714285714,2,2,NA,11,0.6,"51_75",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,"wgs84_ok",18.2727565,64.6307685,"wgs84",64.6307685,2.49096019643023
"Lycksele",2024,"2024-05-30","S6","5","KTR","8","gr",64.6767345,18.2728331666667,"N",0.24,5,6,NA,0,NA,NA,NA,6,0.5,"≤10",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,"wgs84_ok",18.2728331666667,64.6767345,"wgs84",64.6767345,2.53692619643022
"Lycksele",2024,"2024-05-29","Lau07","2","PK CG","20","bb",64.6301216666667,18.272951,"N",1,NA,10,1,100,3,3,NA,2,1.6,"76_100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,"wgs84_ok",18.272951,64.6301216666667,"wgs84",64.6301216666667,2.49031336309692
"Lycksele",2024,"2024-05-30","S6","4","KTR","8","gr",64.6765916666667,18.273138,"N",0.23,3,3,NA,0,1,1,NA,10,1.44,"≤10",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,"wgs84_ok",18.273138,64.6765916666667,"wgs84",64.6765916666667,2.53678336309692
"Lycksele",2024,"2024-05-29","Lau07","3","PK CG","20","bb",64.6303083333333,18.2731388333333,"N",1,1,5,NA,80,1,1,NA,8,0.7,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,"wgs84_ok",18.2731388333333,64.6303083333333,"wgs84",64.6303083333333,2.49050002976353
"Lycksele",2024,"2024-05-29","Lau07","5","PK CG","20","lgn",64.6306461666667,18.2731415,"N",1.2,NA,7,1,100,2,2,NA,1,2,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,"wgs84_ok",18.2731415,64.6306461666667,"wgs84",64.6306461666667,2.49083786309692
"Lycksele",2024,"2024-05-29","Lau07","4","PK CG","20","lgn",64.6304846666667,18.2733628333333,"N",1,1,4,NA,75,2,2,NA,2,0.4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"wgs84_ok",18.2733628333333,64.6304846666667,"wgs84",64.6304846666667,2.49067636309693
"Lycksele",2024,"2024-05-30","S6","3","KTR","8","gr",64.6764813333333,18.2734321666667,"N",0.28,3,3,NA,0,1,1,NA,20,1.22,"≤10",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,"wgs84_ok",18.2734321666667,64.6764813333333,"wgs84",64.6764813333333,2.53667302976353
"Lycksele",2024,"2024-05-30","S6","2","KTR","8","gr",64.6763288333333,18.273706,"N",0.21,2,2,NA,0,NA,NA,NA,10,1.11,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,"wgs84_ok",18.273706,64.6763288333333,"wgs84",64.6763288333333,2.53652052976353
"Lycksele",2024,"2024-05-30","S6","1","KTR","8","gr",64.6761723333333,18.273995,"N",0.24,2,2,NA,0,1,1,NA,4,1.19,"≤10",NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,"wgs84_ok",18.273995,64.6761723333333,"wgs84",64.6761723333333,2.53636402976353
"Lycksele",2024,"2024-05-30","S3","10","LP","12","bb",64.65474933,18.27784122,"N",1.102,2,6,NA,16.6666666666667,NA,NA,NA,9,1.5,"26_50",1,1.1,NA,NA,NA,NA,19,0.6,NA,1,0.2,NA,NA,NA,NA,1,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,"wgs84_ok",18.27784122,64.65474933,"wgs84",64.65474933,2.51494102643023
"Lycksele",2024,"2024-05-30","S3","09","LP","12","bb",64.65498052,18.27785371,"N",1.3,1,6,NA,16.6666666666667,NA,NA,NA,9,2.5,"26_50",2,1.1,"26_50",NA,NA,NA,11,1.2,NA,1,0.4,NA,NA,NA,NA,1,NA,NA,NA,NA,38,38,NA,NA,NA,NA,"wgs84_ok",18.27785371,64.65498052,"wgs84",64.65498052,2.51517221643022
"Lycksele",2024,"2024-05-30","S3","08","LP","12","bb",64.65511707,18.27832655,"N",1.5,NA,8,NA,62.5,NA,NA,NA,4,2.7,"26_50",NA,NA,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,38,18,NA,NA,NA,NA,"wgs84_ok",18.27832655,64.65511707,"wgs84",64.65511707,2.51530876643023
"Lycksele",2024,"2024-05-30","S3","07","LP","12","bb",64.65504901,18.27858006,"N",1.1,2,5,NA,40,NA,NA,NA,6,3.2,"26_50",3,2.1,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,"wgs84_ok",18.27858006,64.65504901,"wgs84",64.65504901,2.51524070643023
"Lycksele",2024,"2024-05-30","S3","02","LP","12","bb",64.65392148,18.27865747,"N",1.5,2,4,NA,0,1,1,NA,6,3.2,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,"wgs84_ok",18.27865747,64.65392148,"wgs84",64.65392148,2.51411317643022
"Lycksele",2024,"2024-05-30","S3","01","LP","12","bb",64.65373379,18.27900183,"N",1.7,NA,6,NA,83.3333333333333,NA,NA,NA,16,1.9,"11_25",1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,"wgs84_ok",18.27900183,64.65373379,"wgs84",64.65373379,2.51392548643023
"Lycksele",2024,"2024-05-30","S3","06","LP","12","bb",64.65489578,18.27906074,"N",2,NA,6,NA,100,NA,NA,NA,8,2.6,"26_50",2,1.1,"26_50",NA,NA,NA,1,0.6,NA,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,38,NA,NA,NA,NA,"wgs84_ok",18.27906074,64.65489578,"wgs84",64.65489578,2.51508747643023
"Lycksele",2024,"2024-05-30","S3","05","LP","12","bb",64.65481382,18.27936721,"N",1.3,NA,7,1,57.1428571428571,NA,NA,NA,5,2.5,"51_75",2,1.4,"26_50",2,0.5,NA,5,0.3,NA,2,0.5,NA,NA,NA,NA,5,NA,NA,NA,NA,63,38,NA,NA,NA,NA,"wgs84_ok",18.27936721,64.65481382,"wgs84",64.65481382,2.51500551643023
"Lycksele",2024,"2024-05-30","S3","04","LP","12","bb",64.65470166,18.27982716,"N",1.5,NA,8,2,75,NA,NA,NA,10,1.3,"26_50",2,1.6,"26_50",NA,NA,NA,3,0.8,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,38,38,NA,NA,NA,NA,"wgs84_ok",18.27982716,64.65470166,"wgs84",64.65470166,2.51489335643023
"Lycksele",2024,"2024-05-30","S3","03","LP","12","bb",64.65465055,18.28021879,"N",1.4,NA,10,5,70,NA,NA,NA,9,2.5,"51_75",NA,NA,"51_75",NA,NA,NA,19,0.7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,63,63,NA,NA,NA,NA,"wgs84_ok",18.28021879,64.65465055,"wgs84",64.65465055,2.51484224643023
"Lycksele",2024,"2024-05-29","Lau06","10","PK CG","20","lgn",64.6183748333333,18.302973,"N",0.7,11,15,NA,0,1,1,NA,3,1.2,"11_25",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,NA,NA,NA,NA,"wgs84_ok",18.302973,64.6183748333333,"wgs84",64.6183748333333,2.47856652976353
"Lycksele",2024,"2024-05-29","Lau06","9","PK CG","20","lgn",64.6182726666667,18.3033911666667,"N",1.1,12,13,NA,7.69230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",18.3033911666667,64.6182726666667,"wgs84",64.6182726666667,2.47846436309693
"Lycksele",2024,"2024-05-29","Lau06","8","PK CG","20","lgn",64.6181768333333,18.3037926666667,"N",1.3,12,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",18.3037926666667,64.6181768333333,"wgs84",64.6181768333333,2.47836852976352
"Lycksele",2024,"2024-05-29","Lau06","7","PK CG","20","lgn",64.6180873333333,18.304249,"N",0.9,5,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",18.304249,64.6180873333333,"wgs84",64.6180873333333,2.47827902976353
"Lycksele",2024,"2024-05-29","Lau06","6","PK CG","20","lgn",64.6179878333333,18.3046675,"N",0.3,2,2,NA,0,NA,NA,NA,1,0.8,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"wgs84_ok",18.3046675,64.6179878333333,"wgs84",64.6179878333333,2.47817952976353
"Lycksele",2024,"2024-05-29","Lau06","5","PK CG","20","lgn",64.6178905,18.305121,"N",1.2,3,3,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",18.305121,64.6178905,"wgs84",64.6178905,2.47808219643023
"Lycksele",2024,"2024-05-29","Lau06","4","PK CG","20","lgn",64.617804,18.3055885,"N",0.2,7,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",18.3055885,64.617804,"wgs84",64.617804,2.47799569643023
"Lycksele",2024,"2024-05-29","Lau06","1","PK CG","20","lgn",64.6174528333333,18.3057795,"N",0.7,3,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",18.3057795,64.6174528333333,"wgs84",64.6174528333333,2.47764452976353
"Lycksele",2024,"2024-05-29","Lau06","3","PK CG","20","lgn",64.6176868333333,18.3059975,"N",0.9,2,2,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",18.3059975,64.6176868333333,"wgs84",64.6176868333333,2.47787852976352
"Lycksele",2024,"2024-05-29","Lau06","2","PK CG","20","lgn",64.6175375,18.3060831666667,"N",0.9,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",18.3060831666667,64.6175375,"wgs84",64.6175375,2.47772919643023
"Lycksele",2024,"2024-06-01","Lau02","10","KTR","22","bb",64.6798028333333,18.319696,"N",2,1,16,3,93.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",18.319696,64.6798028333333,"wgs84",64.6798028333333,2.53999452976353
"Lycksele",2024,"2024-06-01","Lau02","9","KTR","22","bb",64.6798821666667,18.3200733333333,"N",2.3,4,10,NA,50,NA,NA,NA,2,2.2,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,"wgs84_ok",18.3200733333333,64.6798821666667,"wgs84",64.6798821666667,2.54007386309693
"Lycksele",2024,"2024-06-01","Lau02","8","KTR","22","bb",64.67998,18.3204733333333,"N",2.2,1,5,1,80,2,2,NA,NA,NA,NA,1,1.7,NA,2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",18.3204733333333,64.67998,"wgs84",64.67998,2.54017169643023
"Lycksele",2024,"2024-06-01","Lau02","7","KTR","22","bb",64.6800765,18.3208386666667,"N",1.1,4,11,1,63.6363636363636,NA,NA,NA,8,1.8,"26_50",3,2.3,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,38,18,NA,NA,NA,NA,"wgs84_ok",18.3208386666667,64.6800765,"wgs84",64.6800765,2.54026819643023
"Lycksele",2024,"2024-06-01","Lau02","6","KTR","22","bb",64.6802261666667,18.321178,"N",1.1,2,9,NA,66.6666666666667,NA,1,1,2,2.45,"11_25",NA,NA,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,18,18,NA,NA,NA,NA,"wgs84_ok",18.321178,64.6802261666667,"wgs84",64.6802261666667,2.54041786309693
"Lycksele",2024,"2024-06-01","Lau02","5","KTR","22","bb",64.6800968333333,18.3214461666667,"N",2.1,3,13,2,76.9230769230769,1,1,NA,2,2.1,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,"wgs84_ok",18.3214461666667,64.6800968333333,"wgs84",64.6800968333333,2.54028852976352
"Lycksele",2024,"2024-06-01","Lau02","4","KTR","22","bb",64.6799923333333,18.32183,"N",2.1,1,11,NA,90.9090909090909,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",18.32183,64.6799923333333,"wgs84",64.6799923333333,2.54018402976353
"Lycksele",2024,"2024-06-01","Lau02","3","KTR","22","bb",64.6798615,18.3222218333333,"N",1.1,4,14,1,71.4285714285714,7,7,NA,6,3.5,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,"wgs84_ok",18.3222218333333,64.6798615,"wgs84",64.6798615,2.54005319643023
"Lycksele",2024,"2024-06-01","Lau02","2","KTR","22","bb",64.6797658333333,18.3225551666667,"N",2.1,3,14,1,78.5714285714286,NA,NA,NA,2,2.3,"≤10",8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,"wgs84_ok",18.3225551666667,64.6797658333333,"wgs84",64.6797658333333,2.53995752976353
"Lycksele",2024,"2024-06-01","Lau02","1","KTR","22","bb",64.6796718333333,18.322909,"N",1.12,3,13,3,76.9230769230769,4,4,NA,4,2.2,"11_25",30,1.89,"≤10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,18,5,NA,NA,NA,NA,"wgs84_ok",18.322909,64.6796718333333,"wgs84",64.6796718333333,2.53986352976353
"Lycksele",2024,"2024-05-29","Lau05","1","PK CG","25","gr",64.6249508333333,18.3232211666667,"N",0.8,1,2,NA,0,3,3,NA,NA,NA,NA,NA,NA,"≤10",13,0.6,NA,NA,NA,NA,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"wgs84_ok",18.3232211666667,64.6249508333333,"wgs84",64.6249508333333,2.48514252976353
"Lycksele",2024,"2024-05-29","Lau05","2","PK CG","25","gr",64.6247941666667,18.3234815,"N",0.6,1,1,NA,0,NA,NA,NA,NA,NA,NA,3,2.6,"76_100",6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,"wgs84_ok",18.3234815,64.6247941666667,"wgs84",64.6247941666667,2.48498586309693
"Lycksele",2024,"2024-05-29","Lau05","3","PK","25","gr",64.6246791666667,18.323807,"N",1,1,4,1,75,NA,NA,NA,5,3,"26_50",1,1.2,NA,22,0.8,NA,NA,NA,NA,7,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,"wgs84_ok",18.323807,64.6246791666667,"wgs84",64.6246791666667,2.48487086309692
"Lycksele",2024,"2024-05-29","Lau05","4","PK CG","25","gr",64.6245325,18.3240441666667,"N",0.6,1,4,NA,25,1,1,NA,2,2.7,"0",NA,NA,"26_50",9,0.6,NA,NA,NA,NA,5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38,NA,NA,NA,NA,"wgs84_ok",18.3240441666667,64.6245325,"wgs84",64.6245325,2.48472419643023
"Lycksele",2024,"2024-05-29","Lau05","5","PK CG","25","gr",64.6243441666667,18.3244053333333,"N",0.9,3,5,NA,20,1,1,NA,NA,NA,NA,9,3.1,"11_25",7,0.5,NA,NA,NA,NA,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",18.3244053333333,64.6243441666667,"wgs84",64.6243441666667,2.48453586309693
"Lycksele",2024,"2024-05-29","Lau05","6","PK CG","25","bb",64.6242165,18.3246511666667,"N",1.5,NA,6,NA,50,5,5,NA,NA,NA,NA,3,1,NA,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",18.3246511666667,64.6242165,"wgs84",64.6242165,2.48440819643023
"Lycksele",2024,"2024-05-29","Lau05","7","PK CG","25","bb",64.6240656666667,18.3249365,"N",1.2,NA,1,1,100,2,2,NA,3,0.9,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"wgs84_ok",18.3249365,64.6240656666667,"wgs84",64.6240656666667,2.48425736309692
"Lycksele",2024,"2024-05-29","Lau04","5","PK CG","25","bb",64.6320925,18.3249501666667,"N",0.8,1,3,NA,33.3333333333333,NA,NA,NA,12,2.3,"≤10",NA,NA,"11_25",5,0.5,NA,NA,NA,NA,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,18,NA,NA,NA,NA,"wgs84_ok",18.3249501666667,64.6320925,"wgs84",64.6320925,2.49228419643023
"Lycksele",2024,"2024-05-29","Lau04","4","PK CG","25","gr",64.6319131666667,18.3250121666667,"N",1.4,NA,3,1,66.6666666666667,3,3,NA,19,1.6,"11_25",NA,NA,NA,3,1,NA,NA,NA,NA,9,0.708,NA,NA,NA,NA,1,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,"wgs84_ok",18.3250121666667,64.6319131666667,"wgs84",64.6319131666667,2.49210486309693
"Lycksele",2024,"2024-05-29","Lau04","3","PK CG","25","gr",64.631753,18.3251008333333,"N",0.9,1,4,NA,50,4,4,NA,11,3,"≤10",NA,NA,NA,8,0.5,NA,NA,NA,NA,15,1.2,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,"wgs84_ok",18.3251008333333,64.631753,"wgs84",64.631753,2.49194469643023
"Lycksele",2024,"2024-05-29","Lau05","8","PK CG","25","bb",64.6239026666667,18.3252065,"N",1.5,NA,1,NA,100,3,3,NA,5,1.8,"≤10",NA,NA,"51_75",3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,63,NA,NA,NA,NA,"wgs84_ok",18.3252065,64.6239026666667,"wgs84",64.6239026666667,2.48409436309692
"Ljusdal",2024,"2024-05-29","Lau04","2","PK CG","25","gr",64.6315835,18.3252345,"N",0.9,NA,5,3,60,6,6,NA,22,3,"≤10",NA,NA,NA,6,0.5,NA,1,0.6,NA,6,1.1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,"wgs84_ok",18.3252345,64.6315835,"wgs84",64.6315835,2.49177519643023
"Lycksele",2024,"2024-05-29","Lau05","10","PK CG","25","bb",64.6234873333333,18.3252605,"N",0.9,4,5,NA,0,NA,NA,NA,4,1.6,"0",NA,NA,NA,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"wgs84_ok",18.3252605,64.6234873333333,"wgs84",64.6234873333333,2.48367902976353
"Lycksele",2024,"2024-05-29","Lau05","9","PK CG","25","bb",64.6236905,18.3252613333333,"N",1.9,NA,4,NA,100,NA,NA,NA,2,1.4,"26_50",1,1.6,NA,12,0.7,NA,NA,NA,NA,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,"wgs84_ok",18.3252613333333,64.6236905,"wgs84",64.6236905,2.48388219643022
"Lycksele",2024,"2024-05-29","Lau04","6","PK CG","25","gr",64.6320751666667,18.3253853333333,"N",0.7,2,2,NA,0,2,2,NA,5,2.2,"26_50",1,0.8,"26_50",4,1,NA,NA,NA,NA,6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,38,NA,NA,NA,NA,"wgs84_ok",18.3253853333333,64.6320751666667,"wgs84",64.6320751666667,2.49226686309692
"Lycksele",2024,"2024-05-29","Lau04","1","PK CG","25","gr",64.6314123333333,18.3254071666667,"N",0.8,1,1,NA,0,3,3,NA,8,4,"26_50",4,3.1,NA,11,0.4,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,"wgs84_ok",18.3254071666667,64.6314123333333,"wgs84",64.6314123333333,2.49160402976353
"Lycksele",2024,"2024-05-29","Lau04","10","PK CG","25","gr",64.6314845,18.3257106666667,"N",0.8,1,1,NA,0,7,7,NA,10,1.8,"≤10",4,1.3,NA,3,0.4,NA,NA,NA,NA,6,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,"wgs84_ok",18.3257106666667,64.6314845,"wgs84",64.6314845,2.49167619643023
"Lycksele",2024,"2024-05-29","Lau04","7","PK CG","25","bb",64.6320396666667,18.3257891666667,"N",0.9,2,6,3,50,3,3,NA,6,1.7,"11_25",3,1.8,"26_50",8,0.6,NA,NA,NA,NA,6,0.9,NA,NA,NA,NA,1,NA,NA,NA,NA,18,38,NA,NA,NA,NA,"wgs84_ok",18.3257891666667,64.6320396666667,"wgs84",64.6320396666667,2.49223136309693
"Lycksele",2024,"2024-05-29","Lau04","8","PK CG","25","gr",64.6319946666667,18.3262233333333,"N",1,1,4,2,50,3,3,NA,16,1.7,"11_25",37,2.5,"76_100",3,0.5,NA,NA,NA,NA,15,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,88,NA,NA,NA,NA,"wgs84_ok",18.3262233333333,64.6319946666667,"wgs84",64.6319946666667,2.49218636309693
"Lycksele",2024,"2024-05-29","Lau04","9","PK CG","25","gr",64.6319776666667,18.3266663333333,"N",1.4,1,5,NA,80,NA,NA,NA,25,1.7,"11_25",3,1.3,"26_50",NA,NA,NA,NA,NA,NA,13,0.6,NA,NA,NA,NA,1,NA,NA,NA,NA,18,38,NA,NA,NA,NA,"wgs84_ok",18.3266663333333,64.6319776666667,"wgs84",64.6319776666667,2.49216936309693
"Lycksele",2024,"2024-05-29","Lau08","1","PK CG","24","bb",64.637928,18.3484288333333,"N",0.9,NA,NA,NA,NA,5,5,NA,1,NA,NA,18,3.1,"11_25",7,0.6,NA,13,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",18.3484288333333,64.637928,"wgs84",64.637928,2.49811969643023
"Lycksele",2024,"2024-05-29","Lau08","2","PK","24","gr",64.637765,18.3486133333333,"N",1.5,NA,1,1,100,4,4,NA,NA,NA,NA,17,5,NA,8,0.9,NA,NA,NA,NA,6,1.4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",18.3486133333333,64.637765,"wgs84",64.637765,2.49795669643023
"Lycksele",2024,"2024-05-29","Lau08","3","PK CG","24","gr",64.637614,18.3487576666667,"N",1.2,NA,3,NA,66.6666666666667,6,6,NA,2,1.4,"0",NA,NA,NA,6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"wgs84_ok",18.3487576666667,64.637614,"wgs84",64.637614,2.49780569643023
"Lycksele",2024,"2024-05-29","Lau08","4","CG PK","24","gr",64.6374523333333,18.3490095,"N",2,NA,1,NA,100,4,4,NA,1,1.8,"0",NA,NA,"≤10",6,0.7,NA,NA,NA,NA,5,1.7,NA,NA,NA,NA,1,NA,NA,NA,NA,0,5,NA,NA,NA,NA,"wgs84_ok",18.3490095,64.6374523333333,"wgs84",64.6374523333333,2.49764402976353
"Lycksele",2024,"2024-05-29","Lau08","5","PK CG","24","gr",64.637371,18.3492905,"N",2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,"51_75",10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,"wgs84_ok",18.3492905,64.637371,"wgs84",64.637371,2.49756269643023
"Lycksele",2024,"2024-05-29","Lau08","6","PK CG","24","gr",64.6375338333333,18.349528,"N",1.2,NA,2,NA,100,2,2,NA,NA,NA,NA,2,4.2,"≤10",5,0.5,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"wgs84_ok",18.349528,64.6375338333333,"wgs84",64.6375338333333,2.49772552976352
"Lycksele",2024,"2024-05-29","Lau08","7","PK CG","24","bb",64.6376855,18.3495618333333,"N",1.3,NA,2,NA,0,1,1,NA,NA,NA,NA,1,2.8,"26_50",3,0.9,NA,35,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,"wgs84_ok",18.3495618333333,64.6376855,"wgs84",64.6376855,2.49787719643023
